"id_unique","rf15_no","rf15_show","rf15a","rf15b","rf15b_other","wgt"
"S2_471",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_471",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_476",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_476",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_476",1,"LAND/PROPERTY/BUILDINGS",1,4,,6034
"S2_476",2,"VEHICLE",1,4,,6034
"S2_483",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_483",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_483",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_483",2,"VEHICLE",1,2,,6034
"S2_49",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_49",1,"LAND/PROPERTY/BUILDINGS",3,,,6034
"S2_49",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_49",2,"VEHICLE",1,2,,6034
"S2_509",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_509",1,"LAND/PROPERTY/BUILDINGS",1,4,,6034
"S2_509",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_509",2,"VEHICLE",1,4,,6034
"S2_60",2,"VEHICLE",1,2,,6034
"S2_60",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,2,,6034
"S2_60",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_60",1,"LAND/PROPERTY/BUILDINGS",1,3,,6034
"S2_604",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_604",1,"LAND/PROPERTY/BUILDINGS",1,5,,6034
"S2_604",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_604",2,"VEHICLE",3,,,6034
"S2_63",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_63",1,"LAND/PROPERTY/BUILDINGS",1,5,,6034
"S2_63",2,"VEHICLE",1,3,,6034
"S2_63",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_643",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_643",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_643",2,"VEHICLE",1,4,,6034
"S2_643",1,"LAND/PROPERTY/BUILDINGS",1,5,,6034
"S2_654",2,"VEHICLE",1,3,,6034
"S2_654",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_654",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,6034
"S2_654",1,"LAND/PROPERTY/BUILDINGS",1,2,,6034
"S2_66",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_66",2,"VEHICLE",1,3,,6034
"S2_66",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_66",1,"LAND/PROPERTY/BUILDINGS",1,4,,6034
"S2_687",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_687",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_687",2,"VEHICLE",1,2,,6034
"S2_687",1,"LAND/PROPERTY/BUILDINGS",1,5,,6034
"S2_83",2,"VEHICLE",1,5,,6034
"S2_83",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,6034
"S2_83",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_83",1,"LAND/PROPERTY/BUILDINGS",1,5,,6034
"S2_84",2,"VEHICLE",1,4,,6034
"S2_84",1,"LAND/PROPERTY/BUILDINGS",1,5,,6034
"S2_84",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,6034
"S2_84",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",1,4,,6034
"S30_100",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_100",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_100",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_100",2,"VEHICLE",1,2,,5851
"S30_106",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_106",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_106",2,"VEHICLE",1,2,,5851
"S30_106",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_116",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_116",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_116",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_116",2,"VEHICLE",1,2,,5851
"S30_118",2,"VEHICLE",1,4,,5851
"S30_118",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_118",1,"LAND/PROPERTY/BUILDINGS",1,4,,5851
"S30_118",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_124",2,"VEHICLE",1,2,,5851
"S30_124",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_124",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_124",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_129",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_129",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_129",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_129",2,"VEHICLE",1,2,,5851
"S30_131",2,"VEHICLE",1,2,,5851
"S30_131",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_131",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_131",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,5851
"S30_135",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_135",1,"LAND/PROPERTY/BUILDINGS",1,5,,5851
"S30_135",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_135",2,"VEHICLE",1,2,,5851
"S30_15",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_15",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_15",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_15",2,"VEHICLE",1,2,,5851
"S30_160",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_160",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_160",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_160",2,"VEHICLE",1,2,,5851
"S30_165",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_165",2,"VEHICLE",1,4,,5851
"S30_165",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_165",1,"LAND/PROPERTY/BUILDINGS",1,4,,5851
"S30_170",2,"VEHICLE",1,2,,5851
"S30_170",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_170",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_170",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_174",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_174",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_174",2,"VEHICLE",1,4,,5851
"S30_174",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_175",2,"VEHICLE",3,,,5851
"S30_175",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_175",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_175",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_178",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_178",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_178",1,"LAND/PROPERTY/BUILDINGS",1,4,,5851
"S30_178",2,"VEHICLE",1,4,,5851
"S30_180",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_180",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_180",2,"VEHICLE",1,4,,5851
"S30_180",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_184",2,"VEHICLE",3,,,5851
"S30_184",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_184",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_184",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_204",2,"VEHICLE",1,2,,5851
"S30_204",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_204",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_204",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_208",2,"VEHICLE",3,,,5851
"S30_208",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_208",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_208",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_213",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_213",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_213",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_213",2,"VEHICLE",1,2,,5851
"S30_220",2,"VEHICLE",1,2,,5851
"S30_220",1,"LAND/PROPERTY/BUILDINGS",1,4,,5851
"S30_220",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_220",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_221",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_221",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_221",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_221",2,"VEHICLE",1,2,,5851
"S30_250",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_250",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,5851
"S30_250",1,"LAND/PROPERTY/BUILDINGS",1,5,,5851
"S30_250",2,"VEHICLE",3,,,5851
"S30_26",2,"VEHICLE",1,2,,5851
"S30_26",1,"LAND/PROPERTY/BUILDINGS",1,5,,5851
"S30_26",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_26",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_270",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_270",1,"LAND/PROPERTY/BUILDINGS",1,5,,5851
"S30_270",2,"VEHICLE",1,2,,5851
"S30_270",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_283",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_283",2,"VEHICLE",1,2,,5851
"S30_283",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_283",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_292",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_292",2,"VEHICLE",1,2,,5851
"S30_292",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_292",1,"LAND/PROPERTY/BUILDINGS",1,5,,5851
"S30_3",2,"VEHICLE",1,4,,5851
"S30_3",1,"LAND/PROPERTY/BUILDINGS",1,4,,5851
"S30_3",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_3",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,4,,5851
"S30_310",2,"VEHICLE",1,2,,5851
"S30_310",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_310",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_310",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_313",1,"LAND/PROPERTY/BUILDINGS",1,5,,5851
"S30_313",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_313",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_313",2,"VEHICLE",1,5,,5851
"S30_318",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_318",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_318",2,"VEHICLE",1,2,,5851
"S30_318",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_319",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_319",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_319",2,"VEHICLE",1,2,,5851
"S30_319",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_337",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_337",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_337",2,"VEHICLE",1,2,,5851
"S30_337",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_342",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_342",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_342",2,"VEHICLE",1,2,,5851
"S30_342",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_35",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_35",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_35",2,"VEHICLE",1,2,,5851
"S30_35",1,"LAND/PROPERTY/BUILDINGS",1,4,,5851
"S30_355",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,3,,5851
"S30_355",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_355",2,"VEHICLE",1,2,,5851
"S30_355",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_368",2,"VEHICLE",1,4,,5851
"S30_368",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_368",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_368",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_369",1,"LAND/PROPERTY/BUILDINGS",1,5,,5851
"S30_369",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_369",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5851
"S30_369",2,"VEHICLE",3,,,5851
"S30_373",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_373",2,"VEHICLE",1,4,,5851
"S30_373",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_373",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_376",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_376",2,"VEHICLE",1,2,,5851
"S30_376",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_376",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_38",2,"VEHICLE",1,2,,5851
"S30_38",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_38",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_38",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_395",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_395",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_395",2,"VEHICLE",1,2,,5851
"S30_395",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_400",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_400",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_400",2,"VEHICLE",1,2,,5851
"S30_400",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_403",2,"VEHICLE",1,2,,5851
"S30_403",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_403",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_403",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_410",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_410",1,"LAND/PROPERTY/BUILDINGS",1,5,,5851
"S30_410",2,"VEHICLE",1,2,,5851
"S30_410",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_414",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_414",2,"VEHICLE",1,2,,5851
"S30_414",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_414",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_423",2,"VEHICLE",1,2,,5851
"S30_423",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_423",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_423",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_427",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_427",2,"VEHICLE",1,2,,5851
"S30_427",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_427",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_431",2,"VEHICLE",1,2,,5851
"S30_431",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_431",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_431",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_442",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_442",1,"LAND/PROPERTY/BUILDINGS",1,4,,5851
"S30_442",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_442",2,"VEHICLE",3,,,5851
"S30_447",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_447",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_447",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5851
"S30_447",2,"VEHICLE",1,2,,5851
"S30_463",2,"VEHICLE",1,4,,5851
"S30_463",1,"LAND/PROPERTY/BUILDINGS",1,4,,5851
"S30_463",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_463",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_474",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_474",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_474",2,"VEHICLE",1,2,,5851
"S30_474",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_487",2,"VEHICLE",1,2,,5851
"S30_487",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_487",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_487",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_499",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",1,2,,5851
"S30_499",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_499",2,"VEHICLE",1,2,,5851
"S30_499",1,"LAND/PROPERTY/BUILDINGS",1,5,,5851
"S30_50",2,"VEHICLE",1,2,,5851
"S30_50",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_50",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_50",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_503",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_503",2,"VEHICLE",1,2,,5851
"S30_503",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_503",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_506",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_506",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_506",1,"LAND/PROPERTY/BUILDINGS",1,4,,5851
"S30_506",2,"VEHICLE",1,4,,5851
"S30_550",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_550",1,"LAND/PROPERTY/BUILDINGS",1,3,,5851
"S30_550",2,"VEHICLE",1,4,,5851
"S30_550",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_556",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_556",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_556",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_556",2,"VEHICLE",1,2,,5851
"S30_559",1,"LAND/PROPERTY/BUILDINGS",1,5,,5851
"S30_559",2,"VEHICLE",1,2,,5851
"S30_559",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_559",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_56",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_56",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_56",2,"VEHICLE",1,2,,5851
"S30_56",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_572",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_572",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_572",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_572",2,"VEHICLE",1,2,,5851
"S30_6",2,"VEHICLE",3,,,5851
"S30_6",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_6",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_6",1,"LAND/PROPERTY/BUILDINGS",1,95,"PARENTS (NON HH MEMBER)",5851
"S30_64",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_64",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_64",2,"VEHICLE",3,,,5851
"S30_64",1,"LAND/PROPERTY/BUILDINGS",1,4,,5851
"S30_67",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_67",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_67",2,"VEHICLE",3,,,5851
"S30_67",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_72",1,"LAND/PROPERTY/BUILDINGS",1,4,,5851
"S30_72",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_72",2,"VEHICLE",1,4,,5851
"S30_72",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_80",2,"VEHICLE",1,4,,5851
"S30_80",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_80",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_80",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_81",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_81",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_81",2,"VEHICLE",1,2,,5851
"S30_81",1,"LAND/PROPERTY/BUILDINGS",1,2,,5851
"S30_89",1,"LAND/PROPERTY/BUILDINGS",1,3,,5851
"S30_89",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_89",2,"VEHICLE",1,2,,5851
"S30_89",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_96",1,"LAND/PROPERTY/BUILDINGS",3,,,5851
"S30_96",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_96",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_96",2,"VEHICLE",1,2,,5851
"S30_98",4,"NON-PHYSICAL ASSETS (EX. BANK ACCOUNT, TIME DEPOSIT)",3,,,5851
"S30_98",1,"LAND/PROPERTY/BUILDINGS",1,4,,5851
"S30_98",3,"OTHER MOVABLE ASSETS (EX. EQUIPMENT)",3,,,5851
"S30_98",2,"VEHICLE",1,4,,5851
